,日期,时间,河名,站号,站名,水位,水势,比昨日</br>+涨-落,流量,设防</br>水位,警戒</br>水位,最高</br>水位
282,2020-07-01,05:00,长江,60803000,武隆,185.93,5,6.56,7440,--,--,--
283,2020-07-01,05:00,汉江,61801300,安康,236.88,6,-0.02,885,--,--,259.26
284,2020-07-01,05:00,长江,60107300,宜昌,49.87,4,-0.32,35700,52.00,53.00,55.92
285,2020-07-01,05:00,汉江,61801700,白河,173.78,4,0.19,1450,--,187.00,196.63
286,2020-07-01,05:00,长江,60107400,枝城,45.97,4,-0.17,37600,48.00,49.00,50.75
287,2020-07-01,05:00,汉江,61802800,黄家港,88.71,4,-0.05,667,--,--,96.45
288,2020-07-01,05:00,长江,60108300,沙市,41.11,4,0.12,31900,42.00,43.00,45.22
289,2020-07-01,05:00,汉江,61803400,襄阳,64.83,5,0.09,,65.50,67.00,71.71
290,2020-07-01,05:00,长江,60110500,监利,34.54,5,0.27,28800,34.50,35.50,38.31
291,2020-07-01,05:00,汉江,61803500,宜城,51.90,4,-0.47,,56.50,57.50,61.45
292,2020-07-01,05:00,长江,60111200,莲花塘,31.34,5,0.38,,--,32.50,35.80
293,2020-07-01,05:00,汉江,61804110,皇庄,43.70,4,-0.56,3400,47.00,48.00,52.30
294,2020-07-01,05:00,长江,60111300,螺山,30.28,5,0.34,41900,31.00,32.00,34.95
295,2020-07-01,05:00,汉江,61804210,沙洋,38.48,4,-0.28,,40.80,41.80,44.50
296,2020-07-01,05:00,长江,60112200,汉口,25.22,5,0.25,44400,25.00,27.30,29.73
297,2020-07-01,05:00,汉江,61804400,岳口,32.51,5,0.72,,36.90,37.90,40.62
298,2020-07-01,05:00,长江,60112900,黄石,21.72,5,0.22,,22.80,24.50,26.39
299,2020-07-01,05:00,汉江,61804600,仙桃,30.14,5,0.94,3290,34.10,35.10,36.24
300,2020-07-01,05:00,长江,60113205,码头镇,19.32,5,0.20,,20.50,21.50,24.04
301,2020-07-01,05:00,汉江,61804710,汉川,27.46,5,0.83,,28.00,29.00,32.09
302,2020-07-01,05:00,长江,60113400,九江,18.37,4,0.19,45600,19.50,20.00,23.03
303,2020-07-01,05:00,汉江,61802700,丹江口水库,159.78,5,0.06,976(出),--,--,--
304,2020-07-01,05:00,长江,60106980,三峡水库,146.82,4,-0.76,34200(出),--,--,--
305,2020-07-01,05:00,清江,61002791,水布垭,391.72,4,-1.76,,--,--,--
306,2020-07-01,05:00,洞庭湖,61512000,城陵矶,31.41,5,0.40,14500,--,32.50,35.94
307,2020-07-01,05:00,清江,61003101,隔河岩,,,0.00,,--,--,--
308,2020-07-01,05:00,鄱阳湖,62601600,湖口,17.79,6,0.21,950,--,19.50,22.59
309,2020-07-01,05:00,沮漳河,60908000,河溶,44.34,4,-1.70,400,47.50,48.50,50.49
310,2020-07-01,05:00,湘江,61102000,湘潭,32.15,,0.56,,--,38.00,41.95
311,2020-07-01,05:00,东荆河,62213000,潜江,33.86,6,0.69,502,38.40,39.70,42.09
312,2020-07-01,05:00,资水,61202100,桃江,33.09,5,-0.31,529,--,39.20,44.44
313,2020-07-01,05:00,汉北河,62206900,天门,28.06,4,-0.28,237,28.30,29.30,31.35
314,2020-07-01,05:00,沅水,61302800,桃源,38.82,4,-0.86,10300,--,42.50,47.37
315,2020-07-01,05:00,大富水,62209400,应城,26.84,6,0.01,,27.50,29.00,33.01
316,2020-07-01,05:00,澧水,61400900,石门,52.25,6,-0.98,871,--,58.50,62.66
317,2020-07-01,05:00,环水,62205600,花园,32.83,4,-0.37,141,--,37.50,39.95
318,2020-07-01,05:00,松滋河,61500300,新江口,43.12,6,0.11,3580,43.00,44.00,46.18
319,2020-07-01,05:00,环水,62205800,孝感,27.78,4,-1.55,,26.50,27.50,32.28
320,2020-07-01,05:00,松滋河,61501200,沙道观,42.90,4,0.18,1230,43.00,44.00,45.51
321,2020-07-01,05:00,府河,62201400,隔蒲潭,28.17,4,-2.46,646,29.50,30.50,33.57
322,2020-07-01,05:00,藕池河,61502200,管家铺,36.75,4,0.23,1970,37.50,38.50,40.28
323,2020-07-01,05:00,府澴河,62201800,卧龙潭,27.17,4,-1.54,,26.50,27.00,31.19
324,2020-07-01,05:00,藕池河,61501800,康家岗,36.77,6,0.23,57.8,37.50,38.50,40.44
325,2020-07-01,05:00,富水,61607000,阳新,19.95,5,0.20,,20.00,21.50,23.69
326,2020-07-01,05:00,虎渡河,61501500,弥陀寺,41.02,4,0.16,1120,42.00,43.00,44.90
327,2020-07-01,05:00,滠水,61609400,黄陂,25.04,6,-0.21,,25.00,26.00,29.31
328,2020-07-01,05:00,长湖,61014500,长湖,31.78,4,0.18,,31.50,32.50,33.46
329,2020-07-01,05:00,倒水,61610600,李家集,24.82,4,-0.66,,26.30,28.00,30.76
330,2020-07-01,05:00,洪湖,61018000,挖沟咀,25.39,6,0.06,,25.80,26.20,27.46
331,2020-07-01,05:00,举水,61612400,柳子港,24.89,4,-0.72,248,28.00,29.00,33.58
332,2020-07-01,05:00,刁汊湖,62210820,余家咀,24.46,4,-0.08,,25.00,25.70,--
333,2020-07-01,05:00,巴水,61615600,马家潭,22.59,6,-0.27,789,--,--,--
334,2020-07-01,05:00,斧头湖,61714000,三洲,21.66,6,0.04,,21.50,22.80,24.59
335,2020-07-01,05:00,蕲水,61619600,西河驿,20.95,6,0.14,87.1,--,--,--
336,2020-07-01,06:00,长江,60105400,寸滩,169.41,5,-0.12,20700,--,--,--
337,2020-07-01,06:00,梁子湖,61602600,梁子镇,18.56,6,0.05,,19.00,20.50,21.49
338,2020-07-01,06:00,长江,60803000,武隆,186.05,5,6.73,8060,--,--,--
339,2020-07-01,06:00,汉江,61801300,安康,236.88,6,-0.01,885,--,--,259.26
340,2020-07-01,06:00,长江,60107300,宜昌,49.79,4,-0.43,35600,52.00,53.00,55.92
341,2020-07-01,06:00,汉江,61801700,白河,173.84,5,0.31,1480,--,187.00,196.63
342,2020-07-01,06:00,长江,60107400,枝城,45.92,4,-0.24,37300,48.00,49.00,50.75
343,2020-07-01,06:00,汉江,61802800,黄家港,88.67,4,-0.05,626,--,--,96.45
344,2020-07-01,06:00,长江,60108300,沙市,41.09,4,0.11,31700,42.00,43.00,45.22
345,2020-07-01,06:00,汉江,61803400,襄阳,64.84,5,0.09,,65.50,67.00,71.71
346,2020-07-01,06:00,长江,60110500,监利,34.55,5,0.26,28700,34.50,35.50,38.31
347,2020-07-01,06:00,汉江,61803500,宜城,51.88,4,-0.44,,56.50,57.50,61.45
348,2020-07-01,06:00,长江,60111200,莲花塘,31.33,4,0.34,,--,32.50,35.80
349,2020-07-01,06:00,汉江,61804110,皇庄,43.67,4,-0.58,3380,47.00,48.00,52.30
350,2020-07-01,06:00,长江,60111300,螺山,30.26,4,0.32,42700,31.00,32.00,34.95
351,2020-07-01,06:00,汉江,61804210,沙洋,38.45,4,-0.30,,40.80,41.80,44.50
352,2020-07-01,06:00,长江,60112200,汉口,25.22,6,0.24,44400,25.00,27.30,29.73
353,2020-07-01,06:00,汉江,61804400,岳口,32.53,5,0.68,,36.90,37.90,40.62
354,2020-07-01,06:00,长江,60112900,黄石,21.73,5,0.21,,22.80,24.50,26.39
355,2020-07-01,06:00,汉江,61804600,仙桃,30.17,5,0.91,3320,34.10,35.10,36.24
356,2020-07-01,06:00,长江,60113205,码头镇,19.29,4,0.16,,20.50,21.50,24.04
357,2020-07-01,06:00,汉江,61804710,汉川,27.48,5,0.79,,28.00,29.00,32.09
358,2020-07-01,06:00,长江,60113400,九江,18.38,5,0.21,45800,19.50,20.00,23.03
359,2020-07-01,06:00,汉江,61802700,丹江口水库,159.78,6,0.06,980(出),--,--,--
360,2020-07-01,06:00,长江,60106980,三峡水库,146.77,4,-0.77,34300(出),--,--,--
361,2020-07-01,06:00,清江,61002791,水布垭,391.67,4,-1.80,,--,--,--
362,2020-07-01,06:00,洞庭湖,61512000,城陵矶,31.41,6,0.33,14500,--,32.50,35.94
363,2020-07-01,06:00,清江,61003101,隔河岩,,,0.00,,--,--,--
364,2020-07-01,06:00,鄱阳湖,62601600,湖口,17.80,5,0.21,1000,--,19.50,22.59
365,2020-07-01,06:00,沮漳河,60908000,河溶,44.29,4,-1.69,396,47.50,48.50,50.49
366,2020-07-01,06:00,湘江,61102000,湘潭,32.19,,0.61,,--,38.00,41.95
367,2020-07-01,06:00,东荆河,62213000,潜江,33.88,5,0.67,505,38.40,39.70,42.09
368,2020-07-01,06:00,资水,61202100,桃江,33.19,5,-0.31,567,--,39.20,44.44
369,2020-07-01,06:00,汉北河,62206900,天门,28.05,4,-0.29,237,28.30,29.30,31.35
370,2020-07-01,06:00,沅水,61302800,桃源,38.80,5,-0.97,10300,--,42.50,47.37
371,2020-07-01,06:00,大富水,62209400,应城,26.84,6,0.02,,27.50,29.00,33.01
372,2020-07-01,06:00,澧水,61400900,石门,52.25,6,-0.98,871,--,58.50,62.66
373,2020-07-01,06:00,环水,62205600,花园,32.82,4,-0.36,138,--,37.50,39.95
374,2020-07-01,06:00,松滋河,61500300,新江口,43.09,4,0.07,3560,43.00,44.00,46.18
375,2020-07-01,06:00,环水,62205800,孝感,27.72,4,-1.55,,26.50,27.50,32.28
376,2020-07-01,06:00,松滋河,61501200,沙道观,42.88,4,0.15,1230,43.00,44.00,45.51
377,2020-07-01,06:00,府河,62201400,隔蒲潭,28.11,4,-2.37,633,29.50,30.50,33.57
378,2020-07-01,06:00,藕池河,61502200,管家铺,36.77,5,0.24,1980,37.50,38.50,40.28
379,2020-07-01,06:00,府澴河,62201800,卧龙潭,27.11,4,-1.55,,26.50,27.00,31.19
380,2020-07-01,06:00,藕池河,61501800,康家岗,36.77,6,0.22,57.8,37.50,38.50,40.44
381,2020-07-01,06:00,富水,61607000,阳新,19.95,6,0.18,,20.00,21.50,23.69
382,2020-07-01,06:00,虎渡河,61501500,弥陀寺,41.00,4,0.12,1120,42.00,43.00,44.90
383,2020-07-01,06:00,滠水,61609400,黄陂,25.03,6,-0.23,,25.00,26.00,29.31
384,2020-07-01,06:00,长湖,61014500,长湖,31.78,5,0.17,,31.50,32.50,33.46
385,2020-07-01,06:00,倒水,61610600,李家集,24.79,6,-0.66,,26.30,28.00,30.76
386,2020-07-01,06:00,洪湖,61018000,挖沟咀,25.38,4,0.04,,25.80,26.20,27.46
387,2020-07-01,06:00,举水,61612400,柳子港,24.87,4,-0.71,245,28.00,29.00,33.58
388,2020-07-01,06:00,刁汊湖,62210820,余家咀,24.46,6,-0.09,,25.00,25.70,--
389,2020-07-01,06:00,巴水,61615600,马家潭,22.60,6,-0.18,793,--,--,--
390,2020-07-01,06:00,斧头湖,61714000,三洲,21.67,5,0.05,,21.50,22.80,24.59
391,2020-07-01,06:00,蕲水,61619600,西河驿,20.95,6,0.13,87.1,--,--,--
392,2020-07-01,07:00,长江,60105400,寸滩,169.57,5,0.08,21200,--,--,--
393,2020-07-01,07:00,梁子湖,61602600,梁子镇,18.56,6,0.05,,19.00,20.50,21.49
394,2020-07-01,07:00,长江,60803000,武隆,186.25,5,6.79,8190,--,--,--
395,2020-07-01,07:00,汉江,61801300,安康,236.88,6,-0.02,885,--,--,259.26
396,2020-07-01,07:00,长江,60107300,宜昌,49.77,4,-0.42,35500,52.00,53.00,55.92
397,2020-07-01,07:00,汉江,61801700,白河,173.75,4,0.58,1430,--,187.00,196.63
398,2020-07-01,07:00,长江,60107400,枝城,45.87,4,-0.31,37100,48.00,49.00,50.75
399,2020-07-01,07:00,汉江,61802800,黄家港,88.63,4,-0.14,586,--,--,96.45
400,2020-07-01,07:00,长江,60108300,沙市,41.08,4,0.09,31600,42.00,43.00,45.22
401,2020-07-01,07:00,汉江,61803400,襄阳,64.84,6,0.08,,65.50,67.00,71.71
402,2020-07-01,07:00,长江,60110500,监利,34.56,5,0.26,28500,34.50,35.50,38.31
403,2020-07-01,07:00,汉江,61803500,宜城,51.87,4,-0.39,,56.50,57.50,61.45
404,2020-07-01,07:00,长江,60111200,莲花塘,31.35,5,0.36,,--,32.50,35.80
405,2020-07-01,07:00,汉江,61804110,皇庄,43.64,4,-0.60,3360,47.00,48.00,52.30
406,2020-07-01,07:00,长江,60111300,螺山,30.28,5,0.32,42900,31.00,32.00,34.95
407,2020-07-01,07:00,汉江,61804210,沙洋,38.43,4,-0.33,,40.80,41.80,44.50
408,2020-07-01,07:00,长江,60112200,汉口,25.23,5,0.23,44400,25.00,27.30,29.73
409,2020-07-01,07:00,汉江,61804400,岳口,32.54,5,0.65,,36.90,37.90,40.62
410,2020-07-01,07:00,长江,60112900,黄石,21.71,4,0.18,,22.80,24.50,26.39
411,2020-07-01,07:00,汉江,61804600,仙桃,30.18,5,0.88,3320,34.10,35.10,36.24
412,2020-07-01,07:00,长江,60113205,码头镇,19.34,5,0.20,,20.50,21.50,24.04
413,2020-07-01,07:00,汉江,61804710,汉川,27.49,5,0.77,,28.00,29.00,32.09
414,2020-07-01,07:00,长江,60113400,九江,18.39,5,0.20,46000,19.50,20.00,23.03
415,2020-07-01,07:00,汉江,61802700,丹江口水库,159.79,5,0.06,973(出),--,--,--
416,2020-07-01,07:00,长江,60106980,三峡水库,146.76,4,-0.78,34300(出),--,--,--
417,2020-07-01,07:00,清江,61002791,水布垭,391.62,5,-1.84,,--,--,--
418,2020-07-01,07:00,洞庭湖,61512000,城陵矶,31.42,5,0.33,14500,--,32.50,35.94
419,2020-07-01,07:00,清江,61003101,隔河岩,,,0.00,,--,--,--
420,2020-07-01,07:00,鄱阳湖,62601600,湖口,17.80,6,0.21,1100,--,19.50,22.59
421,2020-07-01,07:00,沮漳河,60908000,河溶,44.23,4,-1.65,391,47.50,48.50,50.49
422,2020-07-01,07:00,湘江,61102000,湘潭,32.25,,0.66,,--,38.00,41.95
423,2020-07-01,07:00,东荆河,62213000,潜江,33.88,6,0.62,505,38.40,39.70,42.09
424,2020-07-01,07:00,资水,61202100,桃江,33.26,5,-0.33,596,--,39.20,44.44
425,2020-07-01,07:00,汉北河,62206900,天门,28.02,4,-0.31,235,28.30,29.30,31.35
426,2020-07-01,07:00,沅水,61302800,桃源,38.77,6,-1.12,10200,--,42.50,47.37
427,2020-07-01,07:00,大富水,62209400,应城,26.84,6,0.02,,27.50,29.00,33.01
428,2020-07-01,07:00,澧水,61400900,石门,52.35,5,-0.74,946,--,58.50,62.66
429,2020-07-01,07:00,环水,62205600,花园,32.81,4,-0.34,135,--,37.50,39.95
430,2020-07-01,07:00,松滋河,61500300,新江口,43.06,4,0.02,3540,43.00,44.00,46.18
431,2020-07-01,07:00,环水,62205800,孝感,27.66,4,-1.54,,26.50,27.50,32.28
432,2020-07-01,07:00,松滋河,61501200,沙道观,42.86,4,0.11,1220,43.00,44.00,45.51
433,2020-07-01,07:00,府河,62201400,隔蒲潭,28.05,4,-2.33,620,29.50,30.50,33.57
434,2020-07-01,07:00,藕池河,61502200,管家铺,36.78,5,0.24,1980,37.50,38.50,40.28
435,2020-07-01,07:00,府澴河,62201800,卧龙潭,27.05,4,-1.54,,26.50,27.00,31.19
436,2020-07-01,07:00,藕池河,61501800,康家岗,36.78,5,0.22,57.9,37.50,38.50,40.44
437,2020-07-01,07:00,富水,61607000,阳新,19.95,6,0.17,,20.00,21.50,23.69
438,2020-07-01,07:00,虎渡河,61501500,弥陀寺,40.98,4,0.09,1120,42.00,43.00,44.90
439,2020-07-01,07:00,滠水,61609400,黄陂,25.02,4,-0.24,,25.00,26.00,29.31
440,2020-07-01,07:00,长湖,61014500,长湖,31.79,5,0.16,,31.50,32.50,33.46
441,2020-07-01,07:00,倒水,61610600,李家集,24.78,5,-0.64,,26.30,28.00,30.76
442,2020-07-01,07:00,洪湖,61018000,挖沟咀,25.38,6,0.04,,25.80,26.20,27.46
443,2020-07-01,07:00,举水,61612400,柳子港,24.86,6,-0.69,243,28.00,29.00,33.58
444,2020-07-01,07:00,刁汊湖,62210820,余家咀,24.45,4,-0.11,,25.00,25.70,--
445,2020-07-01,07:00,巴水,61615600,马家潭,22.59,6,-0.15,789,--,--,--
446,2020-07-01,07:00,斧头湖,61714000,三洲,21.67,6,0.05,,21.50,22.80,24.59
447,2020-07-01,07:00,蕲水,61619600,西河驿,20.95,6,0.11,87.1,--,--,--
448,2020-07-01,08:00,长江,60105400,寸滩,169.71,5,0.26,21600,--,--,--
449,2020-07-01,08:00,梁子湖,61602600,梁子镇,18.57,5,0.06,,19.00,20.50,21.49
450,2020-07-01,08:00,长江,60803000,武隆,186.11,4,6.55,8100,--,--,--
451,2020-07-01,08:00,汉江,61801300,安康,236.88,6,-0.02,885,--,--,259.26
452,2020-07-01,08:00,长江,60107300,宜昌,49.84,5,-0.29,35700,52.00,53.00,55.92
453,2020-07-01,08:00,汉江,61801700,白河,173.64,4,0.18,1370,--,187.00,196.63
454,2020-07-01,08:00,长江,60107400,枝城,45.81,4,-0.38,36800,48.00,49.00,50.75
455,2020-07-01,08:00,汉江,61802800,黄家港,88.61,4,-0.20,566,--,--,96.45
456,2020-07-01,08:00,长江,60108300,沙市,41.05,4,0.03,31400,42.00,43.00,45.22
457,2020-07-01,08:00,汉江,61803400,襄阳,64.84,6,0.07,,65.50,67.00,71.71
458,2020-07-01,08:00,长江,60110500,监利,34.56,6,0.25,28200,34.50,35.50,38.31
459,2020-07-01,08:00,汉江,61803500,宜城,51.87,6,-0.34,,56.50,57.50,61.45
460,2020-07-01,08:00,长江,60111200,莲花塘,31.26,4,0.33,,--,32.50,35.80
461,2020-07-01,08:00,汉江,61804110,皇庄,43.60,4,-0.62,3330,47.00,48.00,52.30
462,2020-07-01,08:00,长江,60111300,螺山,30.32,5,0.34,42100,31.00,32.00,34.95
463,2020-07-01,08:00,汉江,61804210,沙洋,38.42,4,-0.34,,40.80,41.80,44.50
464,2020-07-01,08:00,长江,60112200,汉口,25.22,4,0.19,44400,25.00,27.30,29.73
465,2020-07-01,08:00,汉江,61804400,岳口,32.57,5,0.61,,36.90,37.90,40.62
466,2020-07-01,08:00,长江,60112900,黄石,21.73,5,0.17,,22.80,24.50,26.39
467,2020-07-01,08:00,汉江,61804600,仙桃,30.20,5,0.85,3340,34.10,35.10,36.24
468,2020-07-01,08:00,长江,60113205,码头镇,19.35,5,0.21,,20.50,21.50,24.04
469,2020-07-01,08:00,汉江,61804710,汉川,27.52,5,0.76,,28.00,29.00,32.09
470,2020-07-01,08:00,长江,60113400,九江,18.38,4,0.18,46200,19.50,20.00,23.03
471,2020-07-01,08:00,汉江,61802700,丹江口水库,159.79,6,0.05,2110(入)<br>977(出),--,--,--
472,2020-07-01,08:00,长江,60106980,三峡水库,146.71,4,-0.79,31000(入)<br>34400(出),--,--,--
473,2020-07-01,08:00,清江,61002791,水布垭,391.61,4,-1.82,739(入)<br>1280(出),--,--,--
474,2020-07-01,08:00,洞庭湖,61512000,城陵矶,31.39,4,0.34,14500,--,32.50,35.94
475,2020-07-01,08:00,清江,61003101,隔河岩,193.45,5,-1.38,1460(入)<br>1610(出),--,--,--
476,2020-07-01,08:00,鄱阳湖,62601600,湖口,17.80,6,0.20,1200,--,19.50,22.59
477,2020-07-01,08:00,沮漳河,60908000,河溶,44.19,4,-1.61,388,47.50,48.50,50.49
478,2020-07-01,08:00,湘江,61102000,湘潭,32.28,5,0.67,3900,--,38.00,41.95
479,2020-07-01,08:00,东荆河,62213000,潜江,33.88,6,0.57,505,38.40,39.70,42.09
480,2020-07-01,08:00,资水,61202100,桃江,33.31,5,-0.46,585,--,39.20,44.44
481,2020-07-01,08:00,汉北河,62206900,天门,28.01,4,-0.32,297,28.30,29.30,31.35
482,2020-07-01,08:00,沅水,61302800,桃源,38.75,4,-1.24,8400,--,42.50,47.37
483,2020-07-01,08:00,大富水,62209400,应城,26.84,6,0.03,111,27.50,29.00,33.01
484,2020-07-01,08:00,澧水,61400900,石门,52.80,5,-0.23,1290,--,58.50,62.66
485,2020-07-01,08:00,环水,62205600,花园,32.80,4,-0.33,132,--,37.50,39.95
486,2020-07-01,08:00,松滋河,61500300,新江口,43.04,4,-0.01,3510,43.00,44.00,46.18
487,2020-07-01,08:00,环水,62205800,孝感,27.60,4,-1.55,,26.50,27.50,32.28
488,2020-07-01,08:00,松滋河,61501200,沙道观,42.84,4,0.08,1210,43.00,44.00,45.51
489,2020-07-01,08:00,府河,62201400,隔蒲潭,27.99,4,-2.27,608,29.50,30.50,33.57
490,2020-07-01,08:00,藕池河,61502200,管家铺,36.76,4,0.21,1970,37.50,38.50,40.28
491,2020-07-01,08:00,府澴河,62201800,卧龙潭,26.99,4,-1.55,,26.50,27.00,31.19
492,2020-07-01,08:00,藕池河,61501800,康家岗,36.78,6,0.21,57.9,37.50,38.50,40.44
493,2020-07-01,08:00,富水,61607000,阳新,19.97,5,0.18,,20.00,21.50,23.69
494,2020-07-01,08:00,虎渡河,61501500,弥陀寺,40.96,4,0.06,1110,42.00,43.00,44.90
495,2020-07-01,08:00,滠水,61609400,黄陂,25.01,6,-0.22,,25.00,26.00,29.31
496,2020-07-01,08:00,长湖,61014500,长湖,31.79,4,0.15,,31.50,32.50,33.46
497,2020-07-01,08:00,倒水,61610600,李家集,24.75,4,-0.61,,26.30,28.00,30.76
498,2020-07-01,08:00,洪湖,61018000,挖沟咀,25.38,6,0.04,,25.80,26.20,27.46
499,2020-07-01,08:00,举水,61612400,柳子港,24.83,4,-0.68,237,28.00,29.00,33.58
500,2020-07-01,08:00,刁汊湖,62210820,余家咀,24.45,5,-0.12,,25.00,25.70,--
501,2020-07-01,08:00,巴水,61615600,马家潭,22.60,6,-0.14,793,--,--,--
502,2020-07-01,08:00,斧头湖,61714000,三洲,21.67,6,0.04,,21.50,22.80,24.59
503,2020-07-01,08:00,蕲水,61619600,西河驿,20.96,5,0.12,87.2,--,--,--
504,2020-07-01,09:00,长江,60105400,寸滩,169.89,5,0.44,22500,--,--,--
505,2020-07-01,09:00,梁子湖,61602600,梁子镇,18.57,6,0.06,,19.00,20.50,21.49
506,2020-07-01,09:00,长江,60803000,武隆,185.83,4,6.20,7920,--,--,--
507,2020-07-01,09:00,汉江,61801300,安康,236.88,6,-0.02,885,--,--,259.26
508,2020-07-01,09:00,长江,60107300,宜昌,49.86,5,-0.29,35700,52.00,53.00,55.92
509,2020-07-01,09:00,汉江,61801700,白河,173.48,4,0.20,1280,--,187.00,196.63
510,2020-07-01,09:00,长江,60107400,枝城,45.82,5,-0.34,37100,48.00,49.00,50.75
511,2020-07-01,09:00,汉江,61802800,黄家港,88.62,5,-0.13,576,--,--,96.45
512,2020-07-01,09:00,长江,60108300,沙市,41.04,4,0.00,31200,42.00,43.00,45.22
513,2020-07-01,09:00,汉江,61803400,襄阳,64.83,4,0.06,,65.50,67.00,71.71
514,2020-07-01,09:00,长江,60110500,监利,34.58,5,0.26,28100,34.50,35.50,38.31
515,2020-07-01,09:00,汉江,61803500,宜城,51.88,5,-0.29,,56.50,57.50,61.45
516,2020-07-01,09:00,长江,60111200,莲花塘,31.38,5,0.36,,--,32.50,35.80
517,2020-07-01,09:00,汉江,61804110,皇庄,43.58,4,-0.63,3320,47.00,48.00,52.30
518,2020-07-01,09:00,长江,60111300,螺山,30.34,5,0.36,42300,31.00,32.00,34.95
519,2020-07-01,09:00,汉江,61804210,沙洋,38.39,4,-0.38,,40.80,41.80,44.50
520,2020-07-01,09:00,长江,60112200,汉口,25.24,5,0.21,44500,25.00,27.30,29.73
521,2020-07-01,09:00,汉江,61804400,岳口,32.57,6,0.58,,36.90,37.90,40.62
522,2020-07-01,09:00,长江,60112900,黄石,21.74,5,0.18,,22.80,24.50,26.39
523,2020-07-01,09:00,汉江,61804600,仙桃,30.22,5,0.80,3360,34.10,35.10,36.24
524,2020-07-01,09:00,长江,60113205,码头镇,19.34,4,0.18,,20.50,21.50,24.04
525,2020-07-01,09:00,汉江,61804710,汉川,27.53,5,0.73,,28.00,29.00,32.09
526,2020-07-01,09:00,长江,60113400,九江,18.40,5,0.19,50100,19.50,20.00,23.03
527,2020-07-01,09:00,汉江,61802700,丹江口水库,159.80,5,0.06,1120(出),--,--,--
528,2020-07-01,09:00,长江,60106980,三峡水库,146.67,4,-0.79,34400(出),--,--,--
529,2020-07-01,09:00,清江,61002791,水布垭,391.60,4,-1.81,,--,--,--
530,2020-07-01,09:00,洞庭湖,61512000,城陵矶,31.46,5,0.37,14500,--,32.50,35.94
531,2020-07-01,09:00,清江,61003101,隔河岩,,,0.00,,--,--,--
532,2020-07-01,09:00,鄱阳湖,62601600,湖口,17.81,5,0.19,1210,--,19.50,22.59
533,2020-07-01,09:00,沮漳河,60908000,河溶,44.12,4,-1.60,381,47.50,48.50,50.49
534,2020-07-01,09:00,湘江,61102000,湘潭,32.31,,0.70,,--,38.00,41.95
535,2020-07-01,09:00,东荆河,62213000,潜江,33.88,6,0.54,505,38.40,39.70,42.09
536,2020-07-01,09:00,资水,61202100,桃江,33.35,5,-0.57,603,--,39.20,44.44
537,2020-07-01,09:00,汉北河,62206900,天门,28.01,6,-0.32,235,28.30,29.30,31.35
538,2020-07-01,09:00,沅水,61302800,桃源,38.65,4,-1.37,8250,--,42.50,47.37
539,2020-07-01,09:00,大富水,62209400,应城,26.84,6,0.04,,27.50,29.00,33.01
540,2020-07-01,09:00,澧水,61400900,石门,52.97,4,-0.05,1430,--,58.50,62.66
541,2020-07-01,09:00,环水,62205600,花园,32.79,4,-0.32,129,--,37.50,39.95
542,2020-07-01,09:00,松滋河,61500300,新江口,43.01,4,-0.05,3500,43.00,44.00,46.18
543,2020-07-01,09:00,环水,62205800,孝感,27.55,4,-1.55,,26.50,27.50,32.28
544,2020-07-01,09:00,松滋河,61501200,沙道观,42.82,4,0.05,1210,43.00,44.00,45.51
545,2020-07-01,09:00,府河,62201400,隔蒲潭,27.93,4,-2.22,596,29.50,30.50,33.57
546,2020-07-01,09:00,藕池河,61502200,管家铺,36.77,5,0.20,1980,37.50,38.50,40.28
547,2020-07-01,09:00,府澴河,62201800,卧龙潭,26.94,4,-1.54,,26.50,27.00,31.19
548,2020-07-01,09:00,藕池河,61501800,康家岗,36.78,6,0.20,57.9,37.50,38.50,40.44
549,2020-07-01,09:00,富水,61607000,阳新,19.97,6,0.18,,20.00,21.50,23.69
550,2020-07-01,09:00,虎渡河,61501500,弥陀寺,40.94,4,0.02,1110,42.00,43.00,44.90
551,2020-07-01,09:00,滠水,61609400,黄陂,24.99,4,-0.23,,25.00,26.00,29.31
552,2020-07-01,09:00,长湖,61014500,长湖,31.79,5,0.14,,31.50,32.50,33.46
553,2020-07-01,09:00,倒水,61610600,李家集,24.76,6,-0.58,,26.30,28.00,30.76
554,2020-07-01,09:00,洪湖,61018000,挖沟咀,25.38,6,0.03,,25.80,26.20,27.46
555,2020-07-01,09:00,举水,61612400,柳子港,24.81,6,-0.67,234,28.00,29.00,33.58
556,2020-07-01,09:00,刁汊湖,62210820,余家咀,24.44,4,-0.06,,25.00,25.70,--
557,2020-07-01,09:00,巴水,61615600,马家潭,22.60,6,-0.14,793,--,--,--
558,2020-07-01,09:00,斧头湖,61714000,三洲,21.67,6,0.04,,21.50,22.80,24.59
559,2020-07-01,09:00,蕲水,61619600,西河驿,20.98,5,0.13,87.4,--,--,--
560,2020-07-01,10:00,长江,60105400,寸滩,170.08,5,0.66,23200,--,--,--
561,2020-07-01,10:00,梁子湖,61602600,梁子镇,18.57,6,0.06,,19.00,20.50,21.49
562,2020-07-01,10:00,长江,60803000,武隆,185.31,4,5.51,7600,--,--,--
563,2020-07-01,10:00,汉江,61801300,安康,236.88,6,-0.02,885,--,--,259.26
564,2020-07-01,10:00,长江,60107300,宜昌,49.88,5,-0.27,35800,52.00,53.00,55.92
565,2020-07-01,10:00,汉江,61801700,白河,173.50,5,0.29,1290,--,187.00,196.63
